Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
multidim-2,multidim-2,14.85,5.0,10,90,4.85,1.9
Matrix,Matrix,14.85,5.0,10,90,4.85,1.9
Random,Random,14.92,5.0,11,82,3.92,1.82
Hierarchical,Hierarchical,15.57,4.0,[7],100,8.57,2.0
STD,STD,20.0,5.0,20,0,0.0,1.0
multidim-3,multidim-3,24.08,9.0,9,95,15.08,1.95
Binary,Binary,27.34,12.0,5,100,22.34,2.0
multidim-4,multidim-4,28.08,12.0,9,96,19.08,1.96
Ch. Rm. Bktrk,Ch. Rm. Bktrk,36.0,6.0,36,0,0.0,1.0
Ch. Rm. Special,Ch. Rm. Special,40.0,8.0,40,0,0.0,1.0
Chinese remainder,Chinese remainder,41.0,12.0,41,0,0.0,1.0
