Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Hierarchical,Hierarchical,10.78,3,[4],100,6.78,2.0
Random,Random,11.21,3,8,77,3.21,1.77
multidim-2,multidim-2,11.83,4,7,81,4.83,1.81
Matrix,Matrix,11.83,4,7,81,4.83,1.81
multidim-3,multidim-3,15.09,6,7,87,8.09,1.87
Binary,Binary,15.88,6,4,99,11.88,1.99
STD,STD,20.0,3,20,0,0.0,1.0
Ch. Rm. Special,Ch. Rm. Special,24.0,4,24,0,0.0,1.0
Chinese remainder,Chinese remainder,28.0,6,28,0,0.0,1.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,28.0,6,28,0,0.0,1.0
