Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
multidim-2,multidim-2,19.26,7.0,14,95,5.26,1.95
Matrix,Matrix,19.26,7.0,14,95,5.26,1.95
Hierarchical,Hierarchical,20.71,9.0,[5 3],100,15.71,3.0
Random,Random,22.4,9.0,13,95,9.4,1.95
STD,STD,28.0,7.0,28,0,0.0,1.0
multidim-3,multidim-3,37.19,15.0,11,98,26.19,1.98
multidim-4,multidim-4,45.35,23.0,11,98,34.35,1.98
Ch. Rm. Bktrk,Ch. Rm. Bktrk,47.0,15.0,47,0,0.0,1.0
Binary,Binary,50.7,23.0,6,100,44.7,2.0
Chinese remainder,Chinese remainder,58.0,23.0,58,0,0.0,1.0
Ch. Rm. Special,Ch. Rm. Special,60.0,16.0,60,0,0.0,1.0
