Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Random,Random,14.84,34.0,13,68,1.84,1.68
multidim-4,multidim-4,15.66,36.0,13,87,2.66,1.87
multidim-3,multidim-3,15.73,25.0,14,86,1.73,1.86
Hierarchical,Hierarchical,20.38,25.0,[4 3 3],100,16.38,4.0
Matrix,Matrix,20.76,10.0,20,76,0.76,1.76
multidim-2,multidim-2,20.76,10.0,20,76,0.76,1.76
Ch. Rm. Special,Ch. Rm. Special,25.0,81.0,25,0,0.0,1.0
STD,STD,25.0,20.0,25,0,0.0,1.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,36.0,25.0,36,0,0.0,1.0
Chinese remainder,Chinese remainder,41.0,49.0,41,0,0.0,1.0
Binary,Binary,104.0,49.0,7,100,97.0,2.0
