Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Hierarchical,Hierarchical,29.31,9.0,[8 3],100,21.31,3.0
multidim-2,multidim-2,50.67,9.0,17,100,33.67,2.0
Matrix,Matrix,50.67,9.0,17,100,33.67,2.0
STD,STD,55.0,7.0,55,0,0.0,1.0
Random,Random,74.24,14.0,15,100,59.24,2.0
Binary,Binary,78.98,36.0,7,100,71.98,2.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,83.0,36.0,83,0,0.0,1.0
multidim-3,multidim-3,83.04,20.0,13,100,70.04,2.0
multidim-4,multidim-4,83.48,27.0,12,100,71.48,2.0
Chinese remainder,Chinese remainder,100.0,36.0,100,0,0.0,1.0
