Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Hierarchical,Hierarchical,25.52,8.0,[6 3],100,19.52,3.0
STD,STD,35.0,7.0,35,0,0.0,1.0
Matrix,Matrix,45.38,7.0,14,99,31.38,1.99
multidim-2,multidim-2,45.38,7.0,14,99,31.38,1.99
Random,Random,53.69,10.0,13,100,40.69,2.0
Binary,Binary,53.98,24.0,6,100,47.98,2.0
multidim-3,multidim-3,57.64,16.0,11,100,46.64,2.0
multidim-4,multidim-4,58.33,24.0,11,100,47.33,2.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,70.0,10.0,70,0,0.0,1.0
Chinese remainder,Chinese remainder,77.0,24.0,77,0,0.0,1.0
