Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Binary,Binary,8.0,80.0,8,0,0.0,1.0
Random,Random,11.12,61.0,11,6,0.12,1.06
Hierarchical,Hierarchical,13.9,80.0,[2 3 3 3],99,11.9,5.0
multidim-4,multidim-4,15.0,54.0,15,0,0.0,1.0
multidim-3,multidim-3,17.0,32.0,17,0,0.0,1.0
Chinese remainder,Chinese remainder,17.0,80.0,17,0,0.0,1.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,17.0,80.0,17,0,0.0,1.0
STD,STD,20.0,32.0,20,0,0.0,1.0
Matrix,Matrix,26.0,13.0,26,0,0.0,1.0
multidim-2,multidim-2,26.0,13.0,26,0,0.0,1.0
