Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Hierarchical,Hierarchical,21.22,4.0,[10],100,11.22,2.0
STD,STD,35.0,5.0,35,0,0.0,1.0
Matrix,Matrix,35.04,6.0,12,99,23.04,1.99
multidim-2,multidim-2,35.04,6.0,12,99,23.04,1.99
Random,Random,36.72,5.0,12,100,24.72,2.0
Binary,Binary,37.93,16.0,6,100,31.93,2.0
multidim-3,multidim-3,40.59,12.0,10,100,30.59,2.0
multidim-4,multidim-4,41.23,16.0,10,100,31.23,2.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,62.0,11.0,62,0,0.0,1.0
Chinese remainder,Chinese remainder,77.0,16.0,77,0,0.0,1.0
