Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
multidim-3,multidim-3,9.68,9.0,8,63,1.68,1.63
Random,Random,9.71,7.0,7,84,2.71,1.84
multidim-2,multidim-2,9.94,5.0,9,47,0.94,1.47
Matrix,Matrix,9.94,5.0,9,47,0.94,1.47
multidim-4,multidim-4,10.87,10.0,9,61,1.87,1.61
Hierarchical,Hierarchical,11.34,3.0,[6],99,5.34,2.0
Ch. Rm. Special,Ch. Rm. Special,12.0,9.0,12,0,0.0,1.0
Binary,Binary,14.88,9.0,5,95,9.88,1.95
STD,STD,15.0,4.0,15,0,0.0,1.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,19.0,6.0,19,0,0.0,1.0
Chinese remainder,Chinese remainder,28.0,9.0,28,0,0.0,1.0
