Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Hierarchical,Hierarchical,17.27,4.0,[7],100,10.27,2.0
STD,STD,25.0,5.0,25,0,0.0,1.0
Random,Random,25.89,4.0,11,99,14.89,1.99
Binary,Binary,26.87,11.0,5,100,21.87,2.0
multidim-2,multidim-2,26.87,5.0,10,98,16.87,1.98
Matrix,Matrix,26.87,5.0,10,98,16.87,1.98
multidim-3,multidim-3,29.73,9.0,9,99,20.73,1.99
multidim-4,multidim-4,30.2,12.0,9,99,21.2,1.99
Ch. Rm. Bktrk,Ch. Rm. Bktrk,53.0,6.0,53,0,0.0,1.0
Chinese remainder,Chinese remainder,58.0,11.0,58,0,0.0,1.0
