Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Hierarchical,Hierarchical,20.11,4.0,[9],100,11.11,2.0
Random,Random,33.46,5.0,11,100,22.46,2.0
Binary,Binary,33.95,15.0,5,100,28.95,2.0
multidim-2,multidim-2,34.01,6.0,11,99,23.01,1.99
Matrix,Matrix,34.01,6.0,11,99,23.01,1.99
STD,STD,35.0,5.0,35,0,0.0,1.0
multidim-3,multidim-3,37.56,11.0,10,99,27.56,1.99
multidim-4,multidim-4,38.17,15.0,10,100,28.17,2.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,60.0,10.0,60,0,0.0,1.0
Chinese remainder,Chinese remainder,77.0,15.0,77,0,0.0,1.0
