Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Hierarchical,Hierarchical,16.36,3.0,[7],100,9.36,2.0
Random,Random,24.26,4.0,10,98,14.26,1.98
Binary,Binary,24.84,10.0,5,100,19.84,2.0
STD,STD,25.0,4.0,25,0,0.0,1.0
Matrix,Matrix,26.43,5.0,9,97,17.43,1.97
multidim-2,multidim-2,26.43,5.0,9,97,17.43,1.97
multidim-3,multidim-3,27.64,9.0,9,99,18.64,1.99
multidim-4,multidim-4,28.17,12.0,9,99,19.17,1.99
Ch. Rm. Bktrk,Ch. Rm. Bktrk,49.0,5.0,49,0,0.0,1.0
Chinese remainder,Chinese remainder,58.0,10.0,58,0,0.0,1.0
