Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Hierarchical,Hierarchical,10.27,3.0,[4],100,6,2.0
multidim-2,multidim-2,11.0,4.0,7,79,4,1.79
Matrix,Matrix,11.0,4.0,7,79,4,1.79
Random,Random,11.0,3.0,8,84,3,1.84
Binary,Binary,14.0,6.0,4,98,10,1.98
multidim-3,multidim-3,14.0,6.0,7,85,7,1.85
STD,STD,20.0,3.0,20,0,0,1.0
Ch. Rm. Special,Ch. Rm. Special,24.0,4.0,24,0,0,1.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,27.0,3.0,27,0,0,1.0
Chinese remainder,Chinese remainder,28.0,6.0,28,0,0,1.0
