Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Hierarchical,Hierarchical,28.17,10.0,[7 3],100,21.17,3.0
multidim-2,multidim-2,49.81,8.0,16,100,33.81,2.0
Matrix,Matrix,49.81,8.0,16,100,33.81,2.0
STD,STD,55.0,6.0,55,0,0.0,1.0
Random,Random,62.35,12.0,15,100,47.35,2.0
Binary,Binary,70.96,32.0,7,100,63.96,2.0
multidim-3,multidim-3,74.49,16.0,12,100,62.49,2.0
multidim-4,multidim-4,75.34,27.0,12,100,63.34,2.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,79.0,22.0,79,0,0.0,1.0
Chinese remainder,Chinese remainder,100.0,32.0,100,0,0.0,1.0
