Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Random,Random,25.93,35.0,20,81,5.93,1.81
Hierarchical,Hierarchical,30.36,25.0,[6 3 3],100,24.36,4.0
Matrix,Matrix,30.7,13.0,25,98,5.7,1.98
multidim-2,multidim-2,30.7,13.0,25,98,5.7,1.98
multidim-3,multidim-3,47.87,30.0,16,100,31.87,2.0
STD,STD,49.0,22.0,49,0,0.0,1.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,68.0,37.0,68,0,0.0,1.0
Chinese remainder,Chinese remainder,77.0,74.0,77,0,0.0,1.0
Ch. Rm. Special,Ch. Rm. Special,112.0,64.0,112,0,0.0,1.0
multidim-4,multidim-4,121.12,50.0,15,100,106.12,2.0
Binary,Binary,155.32,74.0,8,100,147.32,2.0
