Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Hierarchical,Hierarchical,31.45,10.0,[9 3],100,22.45,3.0
multidim-2,multidim-2,49.74,10.0,19,100,30.74,2.0
Matrix,Matrix,49.74,10.0,19,100,30.74,2.0
STD,STD,55.0,8.0,55,0,0.0,1.0
Random,Random,82.96,18.0,16,100,66.96,2.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,85.0,22.0,85,0,0.0,1.0
Binary,Binary,92.99,43.0,7,100,85.99,2.0
multidim-3,multidim-3,97.45,22.0,14,100,83.45,2.0
multidim-4,multidim-4,98.38,32.0,13,100,85.38,2.0
Chinese remainder,Chinese remainder,100.0,43.0,100,0,0.0,1.0
