Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Hierarchical,Hierarchical,29.2,9.0,[8 3],100,21.2,3.0
multidim-2,multidim-2,49.43,9.0,17,100,32.43,2.0
Matrix,Matrix,49.43,9.0,17,100,32.43,2.0
STD,STD,55.0,7.0,55,0,0.0,1.0
Random,Random,73.22,15.0,15,100,58.22,2.0
Binary,Binary,77.98,36.0,7,100,70.98,2.0
multidim-3,multidim-3,81.94,20.0,13,100,68.94,2.0
multidim-4,multidim-4,82.45,27.0,12,100,70.45,2.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,83.0,36.0,83,0,0.0,1.0
Chinese remainder,Chinese remainder,100.0,36.0,100,0,0.0,1.0
