Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Hierarchical,Hierarchical,11.35,3.0,[5],100,6.35,2.0
Random,Random,11.74,4.0,9,72,2.74,1.72
multidim-2,multidim-2,12.23,4.0,8,80,4.23,1.8
Matrix,Matrix,12.23,4.0,8,80,4.23,1.8
multidim-3,multidim-3,15.76,7.0,8,88,7.76,1.88
Binary,Binary,16.23,7.0,4,99,12.23,1.99
STD,STD,20.0,3.0,20,0,0.0,1.0
Ch. Rm. Special,Ch. Rm. Special,24.0,4.0,24,0,0.0,1.0
Chinese remainder,Chinese remainder,28.0,7.0,28,0,0.0,1.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,28.0,7.0,28,0,0.0,1.0
