Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Random,Random,15.89,37.0,13,74,2.89,1.74
multidim-4,multidim-4,16.72,36.0,13,88,3.72,1.88
multidim-3,multidim-3,17.58,25.0,15,85,2.58,1.85
Hierarchical,Hierarchical,20.68,26.0,[4 3 3],100,16.68,4.0
Matrix,Matrix,22.53,11.0,21,76,1.53,1.76
multidim-2,multidim-2,22.53,11.0,21,76,1.53,1.76
Ch. Rm. Special,Ch. Rm. Special,25.0,81.0,25,0,0.0,1.0
STD,STD,25.0,21.0,25,0,0.0,1.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,36.0,26.0,36,0,0.0,1.0
Chinese remainder,Chinese remainder,41.0,52.0,41,0,0.0,1.0
Binary,Binary,82.15,52.0,7,100,75.15,2.0
