Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
multidim-2,multidim-2,18.23,7.0,13,94,5.23,1.94
Matrix,Matrix,18.23,7.0,13,94,5.23,1.94
Hierarchical,Hierarchical,19.62,8.0,[5 3],100,14.62,3.0
Random,Random,20.38,11.0,13,91,7.38,1.91
STD,STD,28.0,6.0,28,0,0.0,1.0
multidim-3,multidim-3,36.06,13.0,11,97,25.06,1.97
multidim-4,multidim-4,41.53,19.0,11,98,30.53,1.98
Ch. Rm. Bktrk,Ch. Rm. Bktrk,43.0,13.0,43,0,0.0,1.0
Binary,Binary,43.46,19.0,6,100,37.46,2.0
Chinese remainder,Chinese remainder,58.0,19.0,58,0,0.0,1.0
Ch. Rm. Special,Ch. Rm. Special,60.0,16.0,60,0,0.0,1.0
