Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Hierarchical,Hierarchical,27.95,9.0,[7 3],100,20.95,3.0
multidim-2,multidim-2,48.42,8.0,16,100,32.42,2.0
Matrix,Matrix,48.42,8.0,16,100,32.42,2.0
STD,STD,55.0,6.0,55,0,0.0,1.0
Random,Random,67.3,9.0,14,100,53.3,2.0
Binary,Binary,68.99,32.0,6,100,62.99,2.0
multidim-3,multidim-3,73.46,16.0,12,100,61.46,2.0
multidim-4,multidim-4,74.35,27.0,12,100,62.35,2.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,79.0,21.0,79,0,0.0,1.0
Chinese remainder,Chinese remainder,100.0,32.0,100,0,0.0,1.0
