Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Hierarchical,Hierarchical,18.5,4.0,[8],100,10.5,2.0
STD,STD,25.0,5.0,25,0,0.0,1.0
Binary,Binary,29.93,13.0,5,100,24.93,2.0
Random,Random,30.18,5.0,11,100,19.18,2.0
multidim-2,multidim-2,31.03,5.0,10,98,21.03,1.98
Matrix,Matrix,31.03,5.0,10,98,21.03,1.98
multidim-3,multidim-3,32.83,9.0,9,99,23.83,1.99
multidim-4,multidim-4,34.09,13.0,10,99,24.09,1.99
Ch. Rm. Bktrk,Ch. Rm. Bktrk,57.0,5.0,57,0,0.0,1.0
Chinese remainder,Chinese remainder,58.0,13.0,58,0,0.0,1.0
