Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Hierarchical,Hierarchical,26.02,9.0,[6 3],100,20.02,3.0
multidim-2,multidim-2,45.8,8.0,15,99,30.8,1.99
Matrix,Matrix,45.8,8.0,15,99,30.8,1.99
Random,Random,51.35,9.0,14,100,37.35,2.0
STD,STD,55.0,5.0,55,0,0.0,1.0
Binary,Binary,56.98,26.0,6,100,50.98,2.0
multidim-3,multidim-3,61.19,16.0,12,100,49.19,2.0
multidim-4,multidim-4,61.41,26.0,11,100,50.41,2.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,72.0,11.0,72,0,0.0,1.0
Chinese remainder,Chinese remainder,77.0,26.0,77,0,0.0,1.0
