Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Hierarchical,Hierarchical,31.55,9.0,[10  3],100,21.55,3.0
multidim-2,multidim-2,50.04,10.0,19,100,31.04,2.0
Matrix,Matrix,50.04,10.0,19,100,31.04,2.0
STD,STD,55.0,8.0,55,0,0.0,1.0
Random,Random,82.34,15.0,16,100,66.34,2.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,85.0,22.0,85,0,0.0,1.0
Binary,Binary,93.99,44.0,7,100,86.99,2.0
multidim-3,multidim-3,98.49,22.0,14,100,84.49,2.0
multidim-4,multidim-4,99.41,33.0,13,100,86.41,2.0
Chinese remainder,Chinese remainder,100.0,44.0,100,0,0.0,1.0
