Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
multidim-3,multidim-3,11.86,12.0,10,69,1.86,1.69
Random,Random,12.13,10.0,8,91,4.13,1.91
multidim-4,multidim-4,12.52,16.0,10,74,2.52,1.74
multidim-2,multidim-2,13.17,6.0,12,59,1.17,1.59
Matrix,Matrix,13.17,6.0,12,59,1.17,1.59
Hierarchical,Hierarchical,14.34,8.0,[4 3],100,10.34,3.0
Ch. Rm. Special,Ch. Rm. Special,18.0,27.0,18,0,0.0,1.0
STD,STD,25.0,7.0,25,0,0.0,1.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,25.0,8.0,25,0,0.0,1.0
Chinese remainder,Chinese remainder,28.0,16.0,28,0,0.0,1.0
Binary,Binary,28.96,16.0,6,93,22.96,1.93
