Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Hierarchical,Hierarchical,32.3,10.0,[10  3],100,22.3,3.0
multidim-2,multidim-2,49.91,10.0,20,100,29.91,2.0
Matrix,Matrix,49.91,10.0,20,100,29.91,2.0
STD,STD,55.0,9.0,55,0,0.0,1.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,89.0,19.0,89,0,0.0,1.0
Binary,Binary,100.0,47.0,7,100,93.0,2.0
Chinese remainder,Chinese remainder,100.0,47.0,100,0,0.0,1.0
multidim-4,multidim-4,106.0,36.0,13,100,93.0,2.0
multidim-3,multidim-3,107.0,24.0,14,100,93.0,2.0
Random,Random,110.0,15.0,17,100,93.0,2.0
