Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Random,Random,16.21,44.0,14,65,2.21,1.65
multidim-3,multidim-3,17.68,25.0,15,88,2.68,1.88
multidim-4,multidim-4,17.68,42.0,14,89,3.68,1.89
Hierarchical,Hierarchical,21.57,24.0,[5 3 3],100,16.57,4.0
Matrix,Matrix,23.61,11.0,22,81,1.61,1.81
multidim-2,multidim-2,23.61,11.0,22,81,1.61,1.81
Ch. Rm. Special,Ch. Rm. Special,25.0,81.0,25,0,0.0,1.0
STD,STD,25.0,24.0,25,0,0.0,1.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,38.0,30.0,38,0,0.0,1.0
Chinese remainder,Chinese remainder,41.0,60.0,41,0,0.0,1.0
Binary,Binary,102.29,60.0,7,100,95.29,2.0
