Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Hierarchical,Hierarchical,31.12,10.0,[9 3],100,22.12,3.0
multidim-2,multidim-2,49.94,10.0,19,100,30.94,2.0
Matrix,Matrix,49.94,10.0,19,100,30.94,2.0
STD,STD,55.0,8.0,55,0,0.0,1.0
Random,Random,78.51,14.0,16,100,62.51,2.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,85.0,21.0,85,0,0.0,1.0
Binary,Binary,90.99,42.0,7,100,83.99,2.0
multidim-3,multidim-3,95.74,21.0,14,100,81.74,2.0
multidim-4,multidim-4,96.45,30.0,13,100,83.45,2.0
Chinese remainder,Chinese remainder,100.0,42.0,100,0,0.0,1.0
