Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
multidim-3,multidim-3,11.95,12.0,10,72,1.95,1.72
Random,Random,12.13,12.0,9,81,3.13,1.81
multidim-4,multidim-4,12.53,17.0,10,73,2.53,1.73
multidim-2,multidim-2,13.18,6.0,12,59,1.18,1.59
Matrix,Matrix,13.18,6.0,12,59,1.18,1.59
Hierarchical,Hierarchical,14.48,9.0,[4 3],100,10.48,3.0
Ch. Rm. Special,Ch. Rm. Special,18.0,27.0,18,0,0.0,1.0
STD,STD,25.0,7.0,25,0,0.0,1.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,25.0,9.0,25,0,0.0,1.0
Chinese remainder,Chinese remainder,28.0,17.0,28,0,0.0,1.0
Binary,Binary,28.45,17.0,6,96,22.45,1.96
