Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Hierarchical,Hierarchical,29.51,10.0,[8 3],100,21.51,3.0
multidim-2,multidim-2,50.32,9.0,18,100,32.32,2.0
Matrix,Matrix,50.32,9.0,18,100,32.32,2.0
STD,STD,55.0,7.0,55,0,0.0,1.0
Random,Random,64.24,11.0,16,100,48.24,2.0
Binary,Binary,79.98,37.0,7,100,72.98,2.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,83.0,37.0,83,0,0.0,1.0
multidim-3,multidim-3,84.02,20.0,13,100,71.02,2.0
multidim-4,multidim-4,84.46,27.0,12,100,72.46,2.0
Chinese remainder,Chinese remainder,100.0,37.0,100,0,0.0,1.0
