Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Random,Random,16.05,40.0,13,77,3.05,1.77
multidim-3,multidim-3,17.55,25.0,15,85,2.55,1.85
multidim-4,multidim-4,17.79,39.0,14,89,3.79,1.89
Hierarchical,Hierarchical,21.05,28.0,[4 3 3],100,17.05,4.0
Matrix,Matrix,23.59,11.0,22,80,1.59,1.8
multidim-2,multidim-2,23.59,11.0,22,80,1.59,1.8
Ch. Rm. Special,Ch. Rm. Special,25.0,81.0,25,0,0.0,1.0
STD,STD,25.0,23.0,25,0,0.0,1.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,36.0,28.0,36,0,0.0,1.0
Chinese remainder,Chinese remainder,41.0,56.0,41,0,0.0,1.0
Binary,Binary,91.15,56.0,7,100,84.15,2.0
