Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Random,Random,9.99,7.0,8,68,1.99,1.68
multidim-2,multidim-2,10.14,5.0,9,57,1.14,1.57
Matrix,Matrix,10.14,5.0,9,57,1.14,1.57
multidim-3,multidim-3,10.49,9.0,9,57,1.49,1.57
multidim-4,multidim-4,11.0,12.0,9,66,2.0,1.66
Ch. Rm. Special,Ch. Rm. Special,12.0,9.0,12,0,0.0,1.0
Hierarchical,Hierarchical,12.01,4.0,[5],100,7.01,2.0
STD,STD,15.0,4.0,15,0,0.0,1.0
Binary,Binary,15.88,10.0,5,97,10.88,1.97
Ch. Rm. Bktrk,Ch. Rm. Bktrk,19.0,7.0,19,0,0.0,1.0
Chinese remainder,Chinese remainder,28.0,10.0,28,0,0.0,1.0
