Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Hierarchical,Hierarchical,22.63,4.0,[9],100,13.63,2.0
STD,STD,35.0,6.0,35,0,0.0,1.0
Random,Random,40.44,7.0,13,100,27.44,2.0
multidim-2,multidim-2,41.01,6.0,12,99,29.01,1.99
Matrix,Matrix,41.01,6.0,12,99,29.01,1.99
Binary,Binary,41.93,18.0,6,100,35.93,2.0
multidim-3,multidim-3,44.71,12.0,10,100,34.71,2.0
multidim-4,multidim-4,45.32,18.0,10,100,35.32,2.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,64.0,12.0,64,0,0.0,1.0
Chinese remainder,Chinese remainder,77.0,18.0,77,0,0.0,1.0
