Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
multidim-2,multidim-2,24.62,10.0,19,97,5.62,1.97
Matrix,Matrix,24.62,10.0,19,97,5.62,1.97
Random,Random,25.24,21.0,16,92,9.24,1.92
Hierarchical,Hierarchical,25.97,12.0,[7 4],100,18.97,3.0
multidim-3,multidim-3,43.02,21.0,14,99,29.02,1.99
STD,STD,49.0,12.0,49,0,0.0,1.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,60.0,28.0,60,0,0.0,1.0
multidim-4,multidim-4,73.43,29.0,13,99,60.43,1.99
Chinese remainder,Chinese remainder,77.0,42.0,77,0,0.0,1.0
Ch. Rm. Special,Ch. Rm. Special,84.0,32.0,84,0,0.0,1.0
Binary,Binary,89.31,42.0,7,100,82.31,2.0
