Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Hierarchical,Hierarchical,22.3,4.0,[11],100,11.3,2.0
STD,STD,35.0,5.0,35,0,0.0,1.0
Matrix,Matrix,38.77,6.0,12,99,26.77,1.99
multidim-2,multidim-2,38.77,6.0,12,99,26.77,1.99
Random,Random,39.53,7.0,12,100,27.53,2.0
Binary,Binary,40.93,18.0,6,100,34.93,2.0
multidim-3,multidim-3,43.68,12.0,10,100,33.68,2.0
multidim-4,multidim-4,44.31,18.0,10,100,34.31,2.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,64.0,18.0,64,0,0.0,1.0
Chinese remainder,Chinese remainder,77.0,18.0,77,0,0.0,1.0
