Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Hierarchical,Hierarchical,29.08,9.0,[8 3],100,21.08,3.0
multidim-2,multidim-2,48.5,9.0,17,100,31.5,2.0
Matrix,Matrix,48.5,9.0,17,100,31.5,2.0
STD,STD,55.0,7.0,55,0,0.0,1.0
Random,Random,71.13,15.0,15,100,56.13,2.0
Binary,Binary,76.98,35.0,7,100,69.98,2.0
multidim-3,multidim-3,80.92,20.0,13,100,67.92,2.0
multidim-4,multidim-4,81.43,27.0,12,100,69.43,2.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,83.0,35.0,83,0,0.0,1.0
Chinese remainder,Chinese remainder,100.0,35.0,100,0,0.0,1.0
