Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Hierarchical,Hierarchical,26.98,10.0,[6 3],100,20.98,3.0
multidim-2,multidim-2,48.87,8.0,15,100,33.87,2.0
Matrix,Matrix,48.87,8.0,15,100,33.87,2.0
STD,STD,55.0,6.0,55,0,0.0,1.0
Random,Random,58.37,9.0,14,100,44.37,2.0
Binary,Binary,61.99,28.0,6,100,55.99,2.0
multidim-3,multidim-3,66.28,16.0,12,100,54.28,2.0
multidim-4,multidim-4,67.34,27.0,12,100,55.34,2.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,78.0,12.0,78,0,0.0,1.0
Chinese remainder,Chinese remainder,100.0,28.0,100,0,0.0,1.0
