Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
multidim-2,multidim-2,17.08,6.0,12,93,5.08,1.93
Matrix,Matrix,17.08,6.0,12,93,5.08,1.93
Hierarchical,Hierarchical,18.61,7.0,[5 3],100,13.61,3.0
Random,Random,20.0,7.0,12,92,8.0,1.92
STD,STD,28.0,5.0,28,0,0.0,1.0
multidim-3,multidim-3,32.39,12.0,10,97,22.39,1.97
multidim-4,multidim-4,37.08,17.0,10,98,27.08,1.98
Binary,Binary,38.21,17.0,6,100,32.21,2.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,43.0,11.0,43,0,0.0,1.0
Chinese remainder,Chinese remainder,58.0,17.0,58,0,0.0,1.0
Ch. Rm. Special,Ch. Rm. Special,60.0,16.0,60,0,0.0,1.0
