Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Hierarchical,Hierarchical,21.93,4.0,[11],100,10.93,2.0
STD,STD,35.0,5.0,35,0,0.0,1.0
Matrix,Matrix,37.01,6.0,12,99,25.01,1.99
multidim-2,multidim-2,37.01,6.0,12,99,25.01,1.99
Random,Random,38.48,6.0,12,100,26.48,2.0
Binary,Binary,39.92,17.0,6,100,33.92,2.0
multidim-3,multidim-3,42.64,12.0,10,100,32.64,2.0
multidim-4,multidim-4,43.27,18.0,10,100,33.27,2.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,64.0,17.0,64,0,0.0,1.0
Chinese remainder,Chinese remainder,77.0,17.0,77,0,0.0,1.0
