Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Random,Random,14.77,31.0,13,67,1.77,1.67
multidim-4,multidim-4,15.59,36.0,13,86,2.59,1.86
multidim-3,multidim-3,15.63,23.0,14,83,1.63,1.83
Hierarchical,Hierarchical,20.09,23.0,[4 3 3],100,16.09,4.0
Matrix,Matrix,20.77,10.0,20,77,0.77,1.77
multidim-2,multidim-2,20.77,10.0,20,77,0.77,1.77
Ch. Rm. Special,Ch. Rm. Special,25.0,81.0,25,0,0.0,1.0
STD,STD,25.0,19.0,25,0,0.0,1.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,34.0,31.0,34,0,0.0,1.0
Chinese remainder,Chinese remainder,41.0,46.0,41,0,0.0,1.0
Binary,Binary,98.0,46.0,7,100,91.0,2.0
