Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Hierarchical,Hierarchical,19.23,3.0,[9],100,10.23,2.0
multidim-2,multidim-2,31.18,6.0,11,98,20.18,1.98
Matrix,Matrix,31.18,6.0,11,98,20.18,1.98
Binary,Binary,31.94,14.0,5,100,26.94,2.0
Random,Random,33.1,5.0,11,100,22.1,2.0
multidim-3,multidim-3,34.86,9.0,9,99,25.86,1.99
STD,STD,35.0,4.0,35,0,0.0,1.0
multidim-4,multidim-4,36.11,14.0,10,99,26.11,1.99
Ch. Rm. Bktrk,Ch. Rm. Bktrk,59.0,6.0,59,0,0.0,1.0
Chinese remainder,Chinese remainder,77.0,14.0,77,0,0.0,1.0
