Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Hierarchical,Hierarchical,31.99,10.0,[10  3],100,21.99,3.0
multidim-2,multidim-2,51.25,10.0,20,100,31.25,2.0
Matrix,Matrix,51.25,10.0,20,100,31.25,2.0
STD,STD,55.0,9.0,55,0,0.0,1.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,89.0,23.0,89,0,0.0,1.0
Binary,Binary,98.0,46.0,7,100,91.0,2.0
Chinese remainder,Chinese remainder,100.0,46.0,100,0,0.0,1.0
multidim-4,multidim-4,104.0,36.0,13,100,91.0,2.0
multidim-3,multidim-3,105.0,23.0,14,100,91.0,2.0
Random,Random,106.17,16.0,17,100,89.17,2.0
