Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Random,Random,16.4,45.0,13,79,3.4,1.79
multidim-4,multidim-4,17.67,42.0,14,88,3.67,1.88
multidim-3,multidim-3,17.7,25.0,15,88,2.7,1.88
Hierarchical,Hierarchical,21.64,25.0,[5 3 3],100,16.64,4.0
Matrix,Matrix,24.61,12.0,23,81,1.61,1.81
multidim-2,multidim-2,24.61,12.0,23,81,1.61,1.81
Ch. Rm. Special,Ch. Rm. Special,25.0,81.0,25,0,0.0,1.0
STD,STD,25.0,25.0,25,0,0.0,1.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,38.0,31.0,38,0,0.0,1.0
Chinese remainder,Chinese remainder,41.0,61.0,41,0,0.0,1.0
Binary,Binary,104.95,61.0,7,100,97.95,2.0
