Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Random,Random,16.1,42.0,13,76,3.1,1.76
multidim-3,multidim-3,17.57,25.0,15,86,2.57,1.86
multidim-4,multidim-4,17.73,39.0,14,89,3.73,1.89
Hierarchical,Hierarchical,21.26,29.0,[4 3 3],100,17.26,4.0
Matrix,Matrix,23.55,11.0,22,77,1.55,1.77
multidim-2,multidim-2,23.55,11.0,22,77,1.55,1.77
Ch. Rm. Special,Ch. Rm. Special,25.0,81.0,25,0,0.0,1.0
STD,STD,25.0,23.0,25,0,0.0,1.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,36.0,29.0,36,0,0.0,1.0
Chinese remainder,Chinese remainder,41.0,57.0,41,0,0.0,1.0
Binary,Binary,94.27,57.0,7,100,87.27,2.0
