Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Hierarchical,Hierarchical,31.29,10.0,[9 3],100,22.29,3.0
multidim-2,multidim-2,49.7,10.0,19,100,30.7,2.0
Matrix,Matrix,49.7,10.0,19,100,30.7,2.0
STD,STD,55.0,8.0,55,0,0.0,1.0
Random,Random,80.4,14.0,16,100,64.4,2.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,85.0,22.0,85,0,0.0,1.0
Binary,Binary,91.99,43.0,7,100,84.99,2.0
multidim-3,multidim-3,96.48,22.0,14,100,82.48,2.0
multidim-4,multidim-4,97.4,31.0,13,100,84.4,2.0
Chinese remainder,Chinese remainder,100.0,43.0,100,0,0.0,1.0
